$2.36e-01$ & $2.04e-01$ & $2.15e-01$ & $3.60e-02$ & $7.34e-02$ & $1.71e-01$ & $1.28e-01$ \\
$4.30e-02$ & $1.18e-02$ & $2.70e-03$ & $3.75e-03$ & $2.49e-03$ & $1.60e-03$ & $2.16e-03$ \\
$3.13e-03$ & $2.34e-02$ & $2.62e-03$ & $1.37e-03$ & $1.00e-03$ & $1.68e-03$ & $3.29e-03$ \\
$2.25e-03$ & $4.02e-03$ & $4.37e-02$ & $3.15e-03$ & $1.68e-03$ & $3.56e-03$ & $1.67e-03$ \\
