$1.33e-01$ & $5.11e-01$ & $7.42e-02$ & $1.08e-01$ & $8.41e-02$ & $2.90e-01$ & $4.85e-02$ \\
$7.19e-02$ & $2.49e-03$ & $2.99e-03$ & $5.56e-04$ & $3.34e-03$ & $1.13e-02$ & $7.01e-03$ \\
$3.01e-03$ & $2.00e-03$ & $4.03e-03$ & $6.70e-04$ & $5.00e-02$ & $7.22e-03$ & $6.94e-03$ \\
$2.83e-03$ & $7.30e-04$ & $1.92e-03$ & $1.28e-03$ & $4.51e-03$ & $6.64e-03$ & $1.25e-03$ \\
