$1.24e-01$ & $1.23e-02$ & $7.15e-03$ & $1.07e-02$ & $1.04e-02$ & $3.37e-02$ & $3.67e-03$ \\
$4.97e-03$ & $2.59e-02$ & $7.21e-03$ & $6.77e-04$ & $1.31e-03$ & $1.14e-03$ & $1.70e-03$ \\
$5.19e-03$ & $9.41e-04$ & $7.93e-04$ & $3.58e-03$ & $1.79e-03$ & $5.16e-04$ & $7.05e-03$ \\
$1.91e-03$ & $7.75e-04$ & $3.49e-03$ & $4.28e-04$ & $9.19e-04$ & $5.91e-04$ & $2.92e-04$ \\
